Country.,Contract.Phase.,Recode.Structure.,Implementing.Organization.,BeginDate,EndDate,Status.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,GPS.georeferenced,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.bednet.inventory..Includes.bednet.inventory,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,dhs_cc,dhs_recode_code,survey_id,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,CAPI.survey,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening,Cervical.cancer.screening,Prostate.cancer.screening,CAFÉ.survey,Service.availability,Diabetes.testing,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,Arm.circumference,Asthma,Basic.material.needs,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Morocco,DHS-IV,DHS-IV,"Ministère de la Santé, Direction de la Planification et des Ressources Financières, Division de la Planification et des Études, Service des Etudes et de l’Information Sanitaire – SEIS",2003-10-01,2004-02-01,Completed,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,MA,43,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2003-12-02,2003,2004,2004,1
Morocco,DHS-III,,Ministere de la Santé Publique,1995-04-01,1995-05-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,MA,33,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1995-04-16,1995,1995,1995,NA
Morocco,DHS-II,DHS-II,Ministère de la Santé Publique (Service des Etudes et de l'Information Sanitaire (SEIS),1992-01-01,1992-04-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,MA,21,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1992-02-16,1992,1992,1992,1
Morocco,DHS-I,DHS-I,Service des Etudes et de l'Information Sanitaire (SELS) du Ministère de la Santé Publique,1987-05-01,1987-07-01,Completed,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,MA,01,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1987-05-31,1987,1987,1987,NA
Mozambique,DHS-VII,DHS-VI,The Instituto Nacional de Saúde (INS),2015-05-01,2015-09-01,Completed,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,MZ,71,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,123,2015-07-02,2015,2015,2015,NA
Mozambique,DHS-VI,DHS-VI,Instituto Nacional de Estatística (INE),2011-06-01,2011-11-01,Completed,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,MZ,62,362,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2011-08-16,2011,2011,2011,1
Mozambique,DHS-V,DHS-V,"Ministerio da Saúde, Instituto Nacional de Saúde (INS), Central Hospital, Instituto Nacional de Estatística (INE)",2009-06-01,2009-09-01,Completed,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,MZ,51,322,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2009-07-17,2009,2009,2009,1
Mozambique,DHS-IV,DHS-IV,National Statistical Institute (INE),2003-08-01,2004-01-01,Completed,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,MZ,41,174,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2003-10-16,2003,2004,2004,1
Mozambique,DHS-III,DHS-III,National Statistical Institute (INE),1997-03-01,1997-07-01,Completed,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,MZ,31,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1997-05-01,1997,1997,1997,1
Myanmar,DHS-VII,DHS-VII,The Department of Health Planning under the Ministry of Health,2015-12-01,2016-07-01,Completed,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,MM,71,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,2016-03-16,2015,2016,2016,1
Namibia,DHS-VI,DHS-VI,Ministry of Health and Social Services (MOHSS),2013-05-01,2013-09-01,Completed,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NM,61,363,NA,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2013-07-02,2013,2013,2013,1
Namibia,DHS-VI,NA,Namibia Ministry of Health and Social Services,2009-07-01,2009-09-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2009-08-01,2009,2009,2009,NA
Namibia,DHS-V,DHS-V,Ministry of Health and Social Services (MOHSS),2006-11-01,2007-03-01,Completed,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NM,51,284,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2006-12-31,2006,2007,2007,1
Namibia,DHS-IV,DHS-IV,Ministry of Health and Social Services,2000-09-01,2000-12-01,Completed,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NM,41,205,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2000-10-17,2000,2000,2000,1
Namibia,DHS-II,DHS-II,Ministry of Health and Social Services,1992-07-01,1992-11-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NM,21,48,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,1992-09-01,1992,1992,1992,1
Nepal,DHS-VII,DHS-VII,New ERA,2016-06-01,2017-01-01,Completed,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,NP,7H,472,1,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,2016-09-16,2016,2017,2017,1
Nepal,DHS-VII,NA,New ERA,2015-04-01,2015-11-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,2015-07-17,2015,2015,2015,NA
Nepal,DHS-VI,DHS-VI,New ERA,2011-01-01,2011-06-01,Completed,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,1,1,NA,1,1,NP,60,356,1,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2011-03-18,2011,2011,2011,1
Nepal,DHS-V,DHS-V,New ERA,2006-02-01,2006-08-01,Completed,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,NP,51,268,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,2006-05-02,2006,2006,2006,1
Nepal,DHS-IV,DHS-IV,Ministry of Health/New ERA,2001-01-01,2001-06-01,Completed,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NP,41,202,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2001-03-18,2001,2001,2001,1
Nepal,DHS-III,DHS-III,Ministry of Health/New ERA,1996-01-01,1996-06-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NP,31,86,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,1996-03-17,1996,1996,1996,1
Nepal,DHS-I,NA,New ERA,1987-02-01,1987-04-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NP,01,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1987-03-03,1987,1987,1987,NA
Nicaragua,DHS-IV,DHS-IV,Instituto Nacional De Estadisticas Y Censos (INEC),2001-09-01,2001-12-01,Completed,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NC,41,204,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2001-10-17,2001,2001,2001,1
Nicaragua,DHS-III,DHS-III,Inst. Nacional de Estadisticas y Censos,1997-12-01,1998-05-01,Completed,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NC,31,112,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,1998-02-15,1997,1998,1998,1
Niger,DHS-VII,,Institut National de la Statistique (INS),2017-10-01,2018-02-01,Under Audit,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2017-12-02,2017,2018,2018,NA
Niger,DHS-VI,DHS-VI,Institut National de la Statistique (INS),2012-02-01,2012-06-01,Completed,NA,1,1,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,1,NI,61,407,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2012-04-01,2012,2012,2012,1
Niger,DHS-V,DHS-V,"Direction de la Statistique et des Comptes Nationaux DSCN, Direction Général de l'Institut National de la Statistique",2006-01-01,2006-05-01,Completed,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NI,51,277,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2006-03-02,2006,2006,2006,1
Niger,DHS-III,DHS-III,Care International,1998-03-01,1998-07-01,Completed,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NI,31,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1998-05-01,1998,1998,1998,1
Niger,DHS-II,DHS-II,Direction de la Statistique et des Comptes Nationaux,1992-03-01,1992-06-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NI,22,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1992-04-16,1992,1992,1992,1
Nigeria,DHS-VII,DHS-VI,"The National Malaria Elimination Program (NMEP), the National Population Commission (NPopC), and the National Bureau of Statistics (NBS)",2015-10-01,2015-11-01,Completed,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NG,72,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2015-10-17,2015,2015,2015,1
Nigeria,DHS-VI,DHS-VI,National Population Commission (NPC),2013-02-01,2013-06-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,1,NG,6A,438,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2013-04-02,2013,2013,2013,1
Nigeria,DHS-VI,DHS-VI,National Population Commission (NPC) and the National Malaria Control Programme (NMCP),2010-10-01,2010-12-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NG,61,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2010-10-31,2010,2010,2010,1
Nigeria,DHS-V,DHS-V,National Population Commission,2008-06-01,2008-10-01,Completed,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NG,53,302,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2008-08-01,2008,2008,2008,1
Nigeria,DHS-IV,DHS-IV,The National Population Commission,2003-03-01,2003-08-01,Completed,NA,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,1,NG,4B,223,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2003-05-16,2003,2003,2003,1
Nigeria,DHS-IV,DHS-IV,National Population Commission,1999-03-01,1999-05-01,Completed,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1999-03-31,1999,1999,1999,NA
Nigeria,DHS-II,DHS-II,Federal Office of Statistics,1990-04-01,1990-10-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NG,21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,1990-07-02,1990,1990,1990,1
Nigeria (Ondo State),DHS-I,DHS-I,Ministry of Health,1986-09-01,1987-01-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OS,01,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1986-11-01,1986,1987,1987,NA
Pakistan,DHS-VII,DHS-VII,The National Institute of Population Studies (NIPS),2017-11-01,2018-04-01,Completed,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,PK,71,523,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2018-01-16,2017,2018,2018,1
Pakistan,DHS-VI,DHS-VI,National Institute of Population Studies (NIPS),2012-10-01,2013-04-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,PK,61,419,1,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,2012-12-31,2012,2013,2013,1
Pakistan,DHS-V,DHS-V,The National Institute of Population Studies (NIPS),2006-09-01,2007-02-01,Completed,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,PK,52,273,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2006-11-16,2006,2007,2007,1
Pakistan,DHS-II,DHS-II,The National Institute of Population Studies (NIPS),1990-12-01,1991-05-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,PK,21,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,1991-02-15,1990,1991,1991,1
